Gender,Age,Occupation,Marital status,HouseHoldIncome,Weekday_05:00-05:30,Weekday_05:30-06:00,Weekday_06:00-06:30,Weekday_06:30-07:00,Weekday_07:00-07:30,Weekday_07:30-08:00,Weekday_08:00-08:30,Weekday_08:30-09:00,Weekday_09:00-09:30,Weekday_09:30-10:00,Weekday_10:00-10:30,Weekday_10:30-11:00,Weekday_11:00-11:30,Weekday_11:30-12:00,Weekday_12:00-12:30,Weekday_12:30-13:00,Weekday_13:00-13:30,Weekday_13:30-14:00,Weekday_14:00-14:30,Weekday_14:30-15:00,Weekday_15:00-15:30,Weekday_15:30-16:00,Weekday_16:00-16:30,Weekday_16:30-17:00,Weekday_17:00-17:30,Weekday_17:30-18:00,Weekday_18:00-18:30,Weekday_18:30-19:00,Weekday_19:00-19:30,Weekday_19:30-20:00,Weekday_20:00-20:30,Weekday_20:30-21:00,Weekday_21:00-21:30,Weekday_21:30-22:00,Weekday_22:00-22:30,Weekday_22:30-23:00,Weekday_23:00-23:30,Weekday_23:30-00:00,Weekday_00:00-00:30,Weekday_00:30-01:00,Weekday_01:00-01:30,Weekday_01:30-02:00,Weekday_02:00-02:30,Weekday_02:30-03:00,Weekday_03:00-03:30,Weekday_03:30-04:00,Weekday_04:00-04:30,Weekday_04:30-05:00,Weekend_05:00-05:30,Weekend_05:30-06:00,Weekend_06:00-06:30,Weekend_06:30-07:00,Weekend_07:00-07:30,Weekend_07:30-08:00,Weekend_08:00-08:30,Weekend_08:30-09:00,Weekend_09:00-09:30,Weekend_09:30-10:00,Weekend_10:00-10:30,Weekend_10:30-11:00,Weekend_11:00-11:30,Weekend_11:30-12:00,Weekend_12:00-12:30,Weekend_12:30-13:00,Weekend_13:00-13:30,Weekend_13:30-14:00,Weekend_14:00-14:30,Weekend_14:30-15:00,Weekend_15:00-15:30,Weekend_15:30-16:00,Weekend_16:00-16:30,Weekend_16:30-17:00,Weekend_17:00-17:30,Weekend_17:30-18:00,Weekend_18:00-18:30,Weekend_18:30-19:00,Weekend_19:00-19:30,Weekend_19:30-20:00,Weekend_20:00-20:30,Weekend_20:30-21:00,Weekend_21:00-21:30,Weekend_21:30-22:00,Weekend_22:00-22:30,Weekend_22:30-23:00,Weekend_23:00-23:30,Weekend_23:30-00:00,Weekend_00:00-00:30,Weekend_00:30-01:00,Weekend_01:00-01:30,Weekend_01:30-02:00,Weekend_02:00-02:30,Weekend_02:30-03:00,Weekend_03:00-03:30,Weekend_03:30-04:00,Weekend_04:00-04:30,Weekend_04:30-05:00,FashionPref,SmartDresserPref,StylePref,IncomeGroup,Sleeping_duration_weekday,Sleeping_duration_weekend,University_Class_duration_weekday,University_Class_duration_weekend,Study_duration_weekday,Study_duration_weekend,Exercise_duration_weekday,Exercise_duration_weekend,Work_duration_weekday,Work_duration_weekend,Housework_duration_weekday,Housework_duration_weekend,Cooking_duration_weekday,Cooking_duration_weekend,Entertainment_duration_weekday,Entertainment_duration_weekend,Personal_Care_duration_weekday,Personal_Care_duration_weekend,Eating_duration_weekday,Eating_duration_weekend,Socializing_duration_weekday,Socializing_duration_weekend,Video_Games_duration_weekday,Video_Games_duration_weekend,Religion_or_Spiritual_Activities_duration_weekday,Religion_or_Spiritual_Activities_duration_weekend,Shopping_duration_weekday,Shopping_duration_weekend,Family_Time_duration_weekday,Family_Time_duration_weekend,Sports_duration_weekday,Sports_duration_weekend,Reading_or_Writing_duration_weekday,Reading_or_Writing_duration_weekend,Nightlife_duration_weekday,Nightlife_duration_weekend,Travelling_duration_weekday,Travelling_duration_weekend,Caring_for_Pets_duration_weekday,Caring_for_Pets_duration_weekend,Volunteering_duration_weekday,Volunteering_duration_weekend,Gardening_duration_weekday,Gardening_duration_weekend,Phone_Calls_duration_weekday,Phone_Calls_duration_weekend,Entertainment_merged_duration_weekday,Entertainment_merged_duration_weekend,Personal_care_merged_duration_weekday,Personal_care_merged_duration_weekend,Housework_merged_duration_weekday,Housework_merged_duration_weekend,Active_duration_weekday,Active_duration_weekend,Leisure_duration_weekday,Leisure_duration_weekend,Neutral_duration_weekday,Neutral_duration_weekend,Weekday_Breakfast_time,Weekend_Breakfast_time,Weekday_Lunch_time,Weekend_Lunch_time,Weekday_Dinner_time,Weekend_Dinner_time,Productivity_score_weekday,Productivity_score_weekend
Female,23,Student,Single,245710.3448275862,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Family Time,Gardening,Family Time,University Class,University Class,University Class,Socializing,Entertainment,University Class,University Class,University Class,University Class,Work,Work,Work,Work,Work,Work,Work,Housework,Eating,Socializing,Family Time,Video Games,Shopping,Work,Work,Study,Study,Study,Study,Socializing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Socializing,Family Time,Gardening,Shopping,Housework,Work,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Socializing,Entertainment,Video Games,Video Games,Socializing,Family Time,Socializing,Family Time,Socializing,Socializing,Socializing,Socializing,Study,Study,Study,Study,Study,Study,Socializing,Socializing,Nightlife,Nightlife,Nightlife,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,3,4,5,High,7.5,7.0,3.5,0.0,2.0,3.0,0.0,0.0,4.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.5,5.0,0.5,1.0,0.0,1.5,0.5,0.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.5,0.5,0.5,0.5,0.5,10.5,4.0,12.5,19.0,1.0,1.0,,,,13:00-13:30,19:30-20:00,,0.4375,0.16666666666666666
Female,24,Student,Married,10000.0,Sleeping,Sleeping,Sleeping,Socializing,Personal Care,Study,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Socializing,Sleeping,Sleeping,Sleeping,Family Time,Family Time,Family Time,Study,Study,Study,Study,Study,Socializing,Eating,Family Time,Family Time,Personal Care,Socializing,Sleeping,Exercise,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Work,Work,Housework,Housework,Housework,Personal Care,Personal Care,Religion or Spiritual Activities,Eating,Eating,Family Time,Family Time,Sleeping,Sleeping,Entertainment,Family Time,Study,Study,Study,Study,Study,Study,Study,Eating,Eating,Personal Care,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,2,4,5,Low,8.0,10.0,5.5,0.0,3.0,3.5,0.5,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.5,1.0,2.0,1.0,2.5,2.0,0.0,0.0,0.0,0.5,1.5,0.0,0.0,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,0.0,1.5,9.0,6.0,14.0,16.0,1.0,2.0,,,13:30-14:00,13:30-14:00,20:30-21:00,21:00-21:30,0.375,0.25
Female,22,Student,Single,245710.3448275862,Sleeping,Religion or Spiritual Activities,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Family Time,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Housework,Housework,Eating,Family Time,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Volunteering,Volunteering,Eating,Volunteering,Volunteering,Entertainment,Entertainment,Gardening,Study,Study,Religion or Spiritual Activities,Eating,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Eating,Study,Study,Study,Eating,Study,Study,Study,Study,Personal Care,Personal Care,Religion or Spiritual Activities,Eating,Religion or Spiritual Activities,Study,Study,Study,Religion or Spiritual Activities,Volunteering,Volunteering,Volunteering,Eating,Volunteering,Entertainment,Entertainment,Eating,Study,Gardening,Religion or Spiritual Activities,Eating,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,2,4,High,6.0,7.5,6.0,0.0,1.0,5.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.5,0.0,0.0,0.0,0.0,3.0,2.5,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0,5.5,13.5,15.0,2.5,3.5,,,13:30-14:00,,19:30-20:00,20:00-20:30,0.3333333333333333,0.22916666666666666
Female,23,Student,Single,250000.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,University Class,University Class,University Class,University Class,University Class,University Class,Study,Study,Eating,Family Time,Housework,Housework,Sleeping,Sleeping,Personal Care,Personal Care,Work,Caring for Pets,Caring for Pets,Video Games,Phone Calls,Housework,Housework,Housework,Housework,Eating,Eating,Family Time,Family Time,Family Time,Reading or Writing,Nightlife,Entertainment,Entertainment,Socializing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Personal Care,Eating,Entertainment,Entertainment,Caring for Pets,Gardening,Entertainment,Socializing,Socializing,Exercise,Exercise,Eating,Eating,Religion or Spiritual Activities,Work,Religion or Spiritual Activities,Phone Calls,Housework,Eating,Eating,Exercise,Exercise,Personal Care,Family Time,Entertainment,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,5,4,High,7.0,9.0,3.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,3.0,0.5,0.0,0.0,1.0,3.5,1.0,1.5,2.0,3.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,1.5,3.5,1.5,2.0,3.0,0.5,7.5,3.0,14.0,18.0,2.5,3.0,08:30-09:00,,13:00-13:30,13:00-13:30,21:30-22:00,18:00-18:30,0.3125,0.125
Male,24,Student,Single,0.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Entertainment,Entertainment,Entertainment,Entertainment,Family Time,Family Time,Study,Study,Study,Study,Study,Study,Study,Study,Phone Calls,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Phone Calls,Volunteering,Religion or Spiritual Activities,Family Time,Eating,Socializing,Family Time,Family Time,Family Time,Sports,Sports,Sports,Personal Care,Eating,Religion or Spiritual Activities,Entertainment,Entertainment,Entertainment,Video Games,Video Games,Entertainment,Entertainment,Entertainment,Nightlife,Nightlife,Nightlife,Eating,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,3,5,5,Low,7.0,6.5,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.5,0.0,2.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,2.0,4.0,0.5,1.0,0.0,0.0,12.0,0.0,11.5,22.5,0.5,1.5,,,,,,18:30-19:00,0.5,0.0
Male,23,Student,Single,10000.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Travelling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Travelling,Travelling,Travelling,Travelling,Personal Care,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Eating,Eating,Personal Care,Personal Care,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Travelling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Travelling,Travelling,Travelling,Eating,Study,Study,Study,Study,Study,Study,Work,Work,Work,Work,Personal Care,Personal Care,Personal Care,Eating,Personal Care,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,3,4,4,Low,8.0,7.5,3.5,3.5,6.0,4.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,0.0,0.0,9.5,10.0,10.0,9.5,4.5,4.5,,,13:30-14:00,13:30-14:00,21:30-22:00,22:30-23:00,0.3958333333333333,0.4166666666666667
Female,23,Student,Single,60000.0,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Reading or Writing,Study,Study,Study,Personal Care,Eating,Housework,Study,Study,Study,Religion or Spiritual Activities,Exercise,Exercise,Personal Care,Personal Care,Entertainment,Housework,Family Time,Religion or Spiritual Activities,Housework,Personal Care,Family Time,Eating,Study,Study,Work,Phone Calls,Religion or Spiritual Activities,Entertainment,Study,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Personal Care,Travelling,Travelling,Work,Work,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Study,Religion or Spiritual Activities,Work,Work,Study,Socializing,Religion or Spiritual Activities,University Class,University Class,Travelling,Travelling,Travelling,Travelling,Eating,Personal Care,Family Time,Study,Religion or Spiritual Activities,Entertainment,Entertainment,Entertainment,Phone Calls,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,3,4,3,Moderate,7.5,6.5,0.0,3.5,4.5,1.5,1.0,0.0,0.5,2.0,1.5,0.0,0.0,0.0,1.5,1.5,2.5,1.0,1.0,0.5,0.0,1.5,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,1.5,3.0,1.5,1.5,0.0,7.5,7.0,13.5,12.5,3.0,4.5,,,,,19:30-20:00,19:30-20:00,0.3125,0.2916666666666667
Male,25,Service holder,Single,44000.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Travelling,Work,Work,Work,Work,Work,Religion or Spiritual Activities,Eating,Work,Work,Work,Work,Work,Religion or Spiritual Activities,Work,Work,Work,Travelling,Eating,Sleeping,Sleeping,Socializing,Socializing,Family Time,Reading or Writing,Reading or Writing,Reading or Writing,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Personal Care,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Family Time,Family Time,Socializing,Entertainment,Entertainment,Entertainment,Socializing,Socializing,Family Time,Family Time,Eating,Family Time,Socializing,Socializing,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,4,4,Moderate,9.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.0,1.0,1.5,1.0,2.5,2.0,2.0,1.0,0.5,0.0,0.0,0.5,2.5,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5,0.5,1.0,0.0,0.0,6.5,0.0,16.0,23.0,1.5,1.0,,,13:00-13:30,12:30-13:00,18:30-19:00,22:00-22:30,0.2708333333333333,0.0
Female,23,Student,Single,40000.0,Sleeping,Sleeping,Religion or Spiritual Activities,Personal Care,Work,Personal Care,University Class,University Class,Study,Personal Care,Study,Study,Work,Personal Care,Personal Care,Family Time,Housework,Eating,Religion or Spiritual Activities,Entertainment,University Class,University Class,Sleeping,Sleeping,Socializing,Socializing,Eating,Religion or Spiritual Activities,Phone Calls,Work,Family Time,Study,Study,Study,Eating,Family Time,Phone Calls,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Exercise,Housework,Housework,Personal Care,Study,Study,Study,Study,Study,Family Time,Family Time,Housework,Personal Care,Religion or Spiritual Activities,Eating,Housework,Reading or Writing,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Religion or Spiritual Activities,Phone Calls,Entertainment,Socializing,Family Time,Study,Study,Study,Study,Study,Eating,Housework,Religion or Spiritual Activities,Nightlife,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,4,3,Moderate,7.0,7.5,2.0,0.0,3.0,5.0,0.0,0.5,1.5,0.0,0.5,2.5,0.0,0.0,1.0,0.5,2.5,1.0,1.5,1.0,1.0,0.5,0.0,0.0,1.5,2.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,3.5,1.5,0.5,2.5,7.0,8.0,13.5,14.5,3.5,1.5,,,13:30-14:00,13:30-14:00,18:00-18:30,22:00-22:30,0.2916666666666667,0.3333333333333333
Male,27,Student,Single,245710.3448275862,Religion or Spiritual Activities,Sleeping,Sleeping,Exercise,Exercise,Exercise,Eating,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Travelling,Travelling,Sleeping,Sleeping,Sleeping,Sleeping,Phone Calls,Phone Calls,Study,Study,Study,Study,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Study,Socializing,Socializing,Religion or Spiritual Activities,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Exercise,Exercise,Exercise,Exercise,Eating,Housework,Housework,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Socializing,Socializing,Eating,Sleeping,Sleeping,Sports,Sports,Sports,Religion or Spiritual Activities,Socializing,Socializing,Phone Calls,Phone Calls,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Study,Study,Study,Study,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,3,5,High,3.0,8.5,9.5,0.0,2.5,2.0,1.5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,13.5,5.0,8.5,17.0,2.0,2.0,08:00-08:30,,,,,,0.5625,0.20833333333333334
Male,20,Student,Single,40000.0,Sleeping,Sleeping,Travelling,Travelling,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Travelling,Travelling,Travelling,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Reading or Writing,Personal Care,Eating,Reading or Writing,Reading or Writing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Work,Work,Work,Work,Work,Eating,Entertainment,Entertainment,Reading or Writing,Reading or Writing,Reading or Writing,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Entertainment,Entertainment,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,3,4,4,Moderate,5.5,10.0,4.5,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,12.5,9.0,7.5,14.5,4.0,0.5,,,,13:00-13:30,23:00-23:30,23:30-00:00,0.5208333333333334,0.375
Male,21,Student,Single,230000.0,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Entertainment,Sports,Sports,Sports,Reading or Writing,University Class,University Class,University Class,University Class,University Class,University Class,Travelling,Travelling,Eating,Eating,Study,Study,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Entertainment,Socializing,Video Games,Video Games,Video Games,Video Games,Video Games,Eating,Eating,Study,Study,Study,Video Games,Video Games,Entertainment,Entertainment,Entertainment,Study,Study,Study,Study,Study,Study,Entertainment,Entertainment,Entertainment,Entertainment,Video Games,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,3,4,4,High,8.0,6.5,6.5,0.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,0.0,2.0,1.5,0.0,0.5,2.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,10.0,0.0,0.0,0.0,0.0,7.5,4.5,15.5,19.5,1.0,0.0,08:00-08:30,,12:00-12:30,13:00-13:30,19:00-19:30,,0.3125,0.1875
Male,22,Student,Single,60000.0,Sleeping,Sleeping,Sleeping,Personal Care,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Travelling,Travelling,Personal Care,Eating,Entertainment,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Video Games,Video Games,Study,Study,Study,Study,Study,Study,Study,Study,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Video Games,Video Games,Video Games,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Entertainment,Reading or Writing,Reading or Writing,Sports,Sports,Sports,Socializing,Socializing,Socializing,Socializing,Socializing,Study,Study,Study,Study,Study,Study,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,4,4,5,Moderate,6.5,9.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,1.0,0.5,1.0,1.0,2.5,3.0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,8.0,3.0,13.0,20.0,3.0,1.0,,,,,,,0.3333333333333333,0.125
Male,20,Student,Single,45000.0,Sleeping,Personal Care,Eating,Travelling,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,Socializing,Study,Study,Eating,Socializing,Religion or Spiritual Activities,University Class,University Class,University Class,Travelling,Travelling,Travelling,Personal Care,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Study,Study,Study,Religion or Spiritual Activities,Phone Calls,Entertainment,Housework,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Study,Study,Study,Study,Study,Study,Housework,Personal Care,Personal Care,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Entertainment,Eating,Study,Study,Study,Study,Study,Religion or Spiritual Activities,Entertainment,Eating,Study,Study,Phone Calls,Housework,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,4,5,5,Moderate,6.5,10.5,4.0,0.0,4.5,7.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.5,1.5,0.5,1.0,9.0,8.0,10.5,14.5,4.5,1.5,06:00-06:30,,12:00-12:30,,,18:00-18:30,0.375,0.3333333333333333
