Gender,Age,Occupation,Marital status,HouseHoldIncome,Weekday_05:00-05:30,Weekday_05:30-06:00,Weekday_06:00-06:30,Weekday_06:30-07:00,Weekday_07:00-07:30,Weekday_07:30-08:00,Weekday_08:00-08:30,Weekday_08:30-09:00,Weekday_09:00-09:30,Weekday_09:30-10:00,Weekday_10:00-10:30,Weekday_10:30-11:00,Weekday_11:00-11:30,Weekday_11:30-12:00,Weekday_12:00-12:30,Weekday_12:30-13:00,Weekday_13:00-13:30,Weekday_13:30-14:00,Weekday_14:00-14:30,Weekday_14:30-15:00,Weekday_15:00-15:30,Weekday_15:30-16:00,Weekday_16:00-16:30,Weekday_16:30-17:00,Weekday_17:00-17:30,Weekday_17:30-18:00,Weekday_18:00-18:30,Weekday_18:30-19:00,Weekday_19:00-19:30,Weekday_19:30-20:00,Weekday_20:00-20:30,Weekday_20:30-21:00,Weekday_21:00-21:30,Weekday_21:30-22:00,Weekday_22:00-22:30,Weekday_22:30-23:00,Weekday_23:00-23:30,Weekday_23:30-00:00,Weekday_00:00-00:30,Weekday_00:30-01:00,Weekday_01:00-01:30,Weekday_01:30-02:00,Weekday_02:00-02:30,Weekday_02:30-03:00,Weekday_03:00-03:30,Weekday_03:30-04:00,Weekday_04:00-04:30,Weekday_04:30-05:00,Weekend_05:00-05:30,Weekend_05:30-06:00,Weekend_06:00-06:30,Weekend_06:30-07:00,Weekend_07:00-07:30,Weekend_07:30-08:00,Weekend_08:00-08:30,Weekend_08:30-09:00,Weekend_09:00-09:30,Weekend_09:30-10:00,Weekend_10:00-10:30,Weekend_10:30-11:00,Weekend_11:00-11:30,Weekend_11:30-12:00,Weekend_12:00-12:30,Weekend_12:30-13:00,Weekend_13:00-13:30,Weekend_13:30-14:00,Weekend_14:00-14:30,Weekend_14:30-15:00,Weekend_15:00-15:30,Weekend_15:30-16:00,Weekend_16:00-16:30,Weekend_16:30-17:00,Weekend_17:00-17:30,Weekend_17:30-18:00,Weekend_18:00-18:30,Weekend_18:30-19:00,Weekend_19:00-19:30,Weekend_19:30-20:00,Weekend_20:00-20:30,Weekend_20:30-21:00,Weekend_21:00-21:30,Weekend_21:30-22:00,Weekend_22:00-22:30,Weekend_22:30-23:00,Weekend_23:00-23:30,Weekend_23:30-00:00,Weekend_00:00-00:30,Weekend_00:30-01:00,Weekend_01:00-01:30,Weekend_01:30-02:00,Weekend_02:00-02:30,Weekend_02:30-03:00,Weekend_03:00-03:30,Weekend_03:30-04:00,Weekend_04:00-04:30,Weekend_04:30-05:00,FashionPref,SmartDresserPref,StylePref,IncomeGroup,Sleeping_duration_weekday,Sleeping_duration_weekend,University_Class_duration_weekday,University_Class_duration_weekend,Study_duration_weekday,Study_duration_weekend,Exercise_duration_weekday,Exercise_duration_weekend,Work_duration_weekday,Work_duration_weekend,Housework_duration_weekday,Housework_duration_weekend,Cooking_duration_weekday,Cooking_duration_weekend,Entertainment_duration_weekday,Entertainment_duration_weekend,Personal_Care_duration_weekday,Personal_Care_duration_weekend,Eating_duration_weekday,Eating_duration_weekend,Socializing_duration_weekday,Socializing_duration_weekend,Video_Games_duration_weekday,Video_Games_duration_weekend,Religion_or_Spiritual_Activities_duration_weekday,Religion_or_Spiritual_Activities_duration_weekend,Shopping_duration_weekday,Shopping_duration_weekend,Family_Time_duration_weekday,Family_Time_duration_weekend,Sports_duration_weekday,Sports_duration_weekend,Reading_or_Writing_duration_weekday,Reading_or_Writing_duration_weekend,Nightlife_duration_weekday,Nightlife_duration_weekend,Travelling_duration_weekday,Travelling_duration_weekend,Caring_for_Pets_duration_weekday,Caring_for_Pets_duration_weekend,Volunteering_duration_weekday,Volunteering_duration_weekend,Gardening_duration_weekday,Gardening_duration_weekend,Phone_Calls_duration_weekday,Phone_Calls_duration_weekend,Entertainment_merged_duration_weekday,Entertainment_merged_duration_weekend,Personal_care_merged_duration_weekday,Personal_care_merged_duration_weekend,Housework_merged_duration_weekday,Housework_merged_duration_weekend,Active_duration_weekday,Active_duration_weekend,Leisure_duration_weekday,Leisure_duration_weekend,Neutral_duration_weekday,Neutral_duration_weekend,Weekday_Breakfast_time,Weekend_Breakfast_time,Weekday_Lunch_time,Weekend_Lunch_time,Weekday_Dinner_time,Weekend_Dinner_time,Productivity_score_weekday,Productivity_score_weekend
Male,24,Student,Single,150000.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Travelling,Travelling,University Class,University Class,University Class,University Class,Eating,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Travelling,Exercise,Exercise,Exercise,Eating,Entertainment,Study,Study,Study,Study,Entertainment,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Socializing,Entertainment,Travelling,Entertainment,Socializing,Eating,Study,Study,Entertainment,Socializing,Entertainment,Travelling,Travelling,Exercise,Exercise,Exercise,Exercise,Travelling,Socializing,Entertainment,Eating,Nightlife,Entertainment,Nightlife,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,4,5,5,Moderate,9.5,10.5,5.0,0.0,2.0,1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.5,0.5,1.5,1.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,0.5,0.5,0.0,0.0,8.5,3.0,13.5,18.5,2.0,2.5,,,,,21:00-21:30,22:00-22:30,0.3541666666666667,0.125
Male,25,Student,Married,20000.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Travelling,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Travelling,Eating,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Study,Study,Study,Eating,Study,Study,Study,Study,Study,Study,Study,Study,Family Time,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Eating,Housework,Housework,Housework,Housework,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Study,Study,Study,Study,Eating,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Family Time,Family Time,Family Time,Family Time,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,2,3,Low,8.5,10.5,0.0,0.0,5.5,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.5,2.5,0.0,0.0,1.5,1.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.5,0.0,0.0,0.0,2.0,11.5,4.0,11.5,20.0,1.0,0.0,08:30-09:00,,,13:00-13:30,20:30-21:00,20:00-20:30,0.4791666666666667,0.16666666666666666
Male,23,Student,Single,10000.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,Entertainment,Entertainment,Entertainment,Entertainment,Eating,Housework,Personal Care,Religion or Spiritual Activities,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Eating,Study,Study,Study,Study,Study,Study,Study,Eating,Study,Study,Work,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Work,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Video Games,Socializing,Eating,Study,Study,Study,Study,Study,Study,Study,Eating,Study,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,3,3,Low,7.0,9.0,5.0,0.0,4.5,4.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,3.0,3.5,0.5,1.0,1.5,1.5,1.0,0.5,0.0,2.5,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.5,1.0,0.5,0.0,10.5,4.5,13.0,18.5,0.5,1.0,,,13:00-13:30,,19:00-19:30,19:00-19:30,0.4375,0.1875
Female,22,Student,Single,0.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,Eating,Socializing,Socializing,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Travelling,Travelling,Travelling,Family Time,Study,Study,Eating,Study,Study,Study,Study,Study,Study,Reading or Writing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Family Time,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Study,Study,Study,Study,Sleeping,Sleeping,Entertainment,Entertainment,Family Time,Family Time,Study,Study,Study,Study,Study,Eating,Housework,Study,Study,Study,Study,Reading or Writing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,3,3,Low,7.5,11.0,5.5,0.0,4.0,6.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,2.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.5,0.0,0.0,0.5,0.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,9.5,7.0,11.5,16.5,3.0,0.5,,,13:30-14:00,13:30-14:00,18:00-18:30,21:30-22:00,0.3958333333333333,0.2916666666666667
Male,25,Student,Single,2000000.0,Sleeping,Sleeping,Sleeping,Travelling,Travelling,Travelling,Travelling,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,University Class,Caring for Pets,Personal Care,Personal Care,Personal Care,Reading or Writing,Reading or Writing,Religion or Spiritual Activities,Sports,Sports,Video Games,Video Games,Socializing,Socializing,Nightlife,Nightlife,Nightlife,Nightlife,Housework,Housework,Eating,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Travelling,Travelling,Travelling,Travelling,Travelling,Travelling,Travelling,University Class,University Class,University Class,Travelling,Travelling,Eating,Caring for Pets,Caring for Pets,Religion or Spiritual Activities,Housework,Sleeping,Reading or Writing,Housework,Family Time,Socializing,Socializing,Socializing,Nightlife,Nightlife,Nightlife,Religion or Spiritual Activities,Socializing,Nightlife,Personal Care,Eating,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,5,3,High,6.5,7.0,3.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,1.0,1.0,2.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,2.0,2.0,3.0,4.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.0,1.0,1.0,5.5,3.5,13.5,14.0,5.0,6.5,,,,13:00-13:30,22:00-22:30,22:30-23:00,0.22916666666666666,0.14583333333333334
Male,25,Student,Single,30000.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,University Class,Eating,Phone Calls,University Class,University Class,Socializing,Socializing,University Class,University Class,Socializing,University Class,University Class,University Class,University Class,Eating,Work,Work,Work,Work,Work,Work,Work,Family Time,Socializing,Socializing,Eating,Exercise,Personal Care,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Eating,Socializing,Family Time,Socializing,Socializing,Travelling,Travelling,Travelling,Shopping,Travelling,Shopping,Shopping,Travelling,Travelling,Travelling,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Nightlife,Eating,Study,Study,Study,Study,Personal Care,Sleeping,Sleeping,1,5,5,Moderate,7.0,9.0,6.5,0.0,1.0,2.0,0.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,1.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,11.5,2.0,11.5,18.0,1.0,4.0,,,,13:00-13:30,18:00-18:30,,0.4791666666666667,0.08333333333333333
Male,23,Student,Do not prefer to disclose,60000.0,Sleeping,Sleeping,Sleeping,Eating,Travelling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,Eating,University Class,University Class,University Class,University Class,Work,Work,Work,Work,Work,Work,Work,Work,Work,Work,Caring for Pets,Study,Study,Study,Video Games,Video Games,Video Games,Video Games,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Housework,Housework,Caring for Pets,Caring for Pets,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Study,Study,Study,Socializing,Socializing,Socializing,Socializing,Family Time,Family Time,Family Time,Family Time,Family Time,Socializing,Nightlife,Nightlife,Nightlife,Nightlife,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Video Games,Cooking,Eating,Sleeping,Sleeping,Sleeping,3,4,4,Moderate,6.0,7.0,6.5,0.0,1.5,1.5,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,1.5,0.0,2.5,2.0,3.5,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5,0.0,0.0,0.0,1.5,13.0,3.0,10.0,20.0,1.0,1.0,06:30-07:00,,12:00-12:30,,,,0.5416666666666666,0.125
Male,21,Student,Single,50.0,Video Games,Study,Video Games,Cooking,Eating,Exercise,University Class,University Class,University Class,Entertainment,Entertainment,Entertainment,University Class,University Class,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Exercise,Housework,Video Games,Video Games,Video Games,Video Games,Cooking,Eating,Video Games,Video Games,Video Games,Video Games,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Entertainment,Video Games,Video Games,Video Games,Housework,Personal Care,Religion or Spiritual Activities,Video Games,Video Games,Video Games,Entertainment,Eating,Entertainment,Entertainment,Entertainment,Video Games,Video Games,Video Games,Study,Study,Study,Study,Study,Study,Cooking,Eating,Video Games,Video Games,Video Games,Video Games,Video Games,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,4,3,Low,4.0,8.0,5.5,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,4.5,3.0,0.0,0.5,1.0,1.0,0.5,0.0,5.0,7.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,10.0,0.0,0.5,1.5,1.0,9.0,4.0,15.0,19.5,0.0,0.5,07:00-07:30,,,,22:00-22:30,22:30-23:00,0.375,0.16666666666666666
Male,23,Student,Single,6500.0,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Study,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,University Class,Personal Care,Entertainment,Socializing,University Class,University Class,University Class,Entertainment,Personal Care,Reading or Writing,Study,Study,Study,Entertainment,Nightlife,Study,Study,Entertainment,Eating,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Personal Care,Study,Study,Study,Study,Entertainment,Personal Care,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Entertainment,Entertainment,Entertainment,Travelling,Travelling,Socializing,Socializing,Entertainment,Reading or Writing,Personal Care,Study,Study,Entertainment,Study,Study,Study,Eating,Entertainment,Phone Calls,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,3,3,Low,6.0,7.5,8.0,0.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.5,1.5,1.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,4.0,2.0,3.0,0.0,0.0,11.0,4.5,11.0,15.5,2.0,4.0,07:00-07:30,08:30-09:00,,,23:30-00:00,22:30-23:00,0.4583333333333333,0.1875
Male,23,Student,Married,0.0,Religion or Spiritual Activities,Religion or Spiritual Activities,Exercise,Housework,Study,Study,Cooking,Cooking,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Religion or Spiritual Activities,Eating,Study,Sleeping,Sleeping,Sleeping,Sleeping,Family Time,Religion or Spiritual Activities,Entertainment,Religion or Spiritual Activities,Eating,Study,Study,Religion or Spiritual Activities,Eating,Study,Study,Entertainment,Entertainment,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Exercise,Eating,Family Time,Family Time,Socializing,Work,Entertainment,Entertainment,Housework,Personal Care,Religion or Spiritual Activities,Eating,Reading or Writing,Family Time,Reading or Writing,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Travelling,Travelling,Religion or Spiritual Activities,Socializing,Socializing,Religion or Spiritual Activities,Family Time,Family Time,Family Time,Family Time,Entertainment,Nightlife,Nightlife,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,4,5,3,Low,7.5,8.5,4.0,0.0,3.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,1.5,1.5,0.0,0.5,1.5,1.0,0.0,1.5,0.0,0.0,3.0,3.0,0.0,0.0,1.0,3.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.5,1.5,0.5,9.5,1.5,14.5,21.0,0.0,1.5,,08:30-09:00,13:30-14:00,13:30-14:00,18:30-19:00,,0.3958333333333333,0.0625
Male,21,Student,Single,5000.0,Sleeping,Eating,Travelling,Travelling,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Travelling,Travelling,Travelling,Travelling,Travelling,Travelling,Personal Care,Personal Care,Study,Eating,Study,Study,Video Games,Video Games,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Entertainment,Entertainment,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Sleeping,Sleeping,Socializing,Video Games,Video Games,Video Games,Socializing,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Nightlife,Nightlife,Nightlife,Reading or Writing,Reading or Writing,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,5,4,Low,4.0,10.0,10.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,7.0,1.0,1.0,0.0,0.0,11.5,0.0,6.5,23.0,6.0,1.0,,,,,22:30-23:00,,0.4791666666666667,0.0
Female,22,Student,Single,50000.0,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Travelling,Travelling,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,Socializing,Study,Study,University Class,University Class,University Class,Study,Study,Eating,University Class,University Class,University Class,Travelling,Travelling,Travelling,Travelling,Work,Work,Work,Work,Travelling,Travelling,Entertainment,Eating,Entertainment,Entertainment,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Eating,Family Time,Family Time,Work,Work,Study,Study,Study,Exercise,Exercise,Personal Care,Eating,Personal Care,Personal Care,Entertainment,Entertainment,Travelling,Travelling,Work,Work,Work,Work,Work,Work,Travelling,Travelling,Family Time,Entertainment,Eating,Entertainment,Personal Care,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,3,4,Moderate,5.0,7.0,5.5,0.0,2.0,1.5,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.5,2.0,1.0,3.0,1.5,1.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,1.0,3.0,0.0,0.0,9.5,6.5,8.5,12.5,6.0,5.0,07:00-07:30,,,,23:30-00:00,,0.3958333333333333,0.2708333333333333
Female,21,Student,Single,7500.0,Sleeping,Sleeping,Personal Care,Housework,Travelling,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,Socializing,Socializing,Phone Calls,Religion or Spiritual Activities,Eating,University Class,University Class,University Class,Religion or Spiritual Activities,Travelling,Travelling,Travelling,Shopping,Entertainment,Entertainment,Religion or Spiritual Activities,Cooking,Eating,Family Time,Entertainment,Socializing,Study,Study,Study,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Housework,Eating,Entertainment,Entertainment,Family Time,Socializing,Personal Care,Cooking,Eating,Family Time,Family Time,Religion or Spiritual Activities,Personal Care,Personal Care,Religion or Spiritual Activities,Cooking,Cooking,Religion or Spiritual Activities,Entertainment,Family Time,Eating,Study,Study,Study,Religion or Spiritual Activities,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,2,4,4,Low,6.0,9.5,4.0,0.0,1.5,2.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.5,1.5,1.5,0.5,2.0,1.0,1.5,1.5,0.5,0.0,0.0,2.5,2.5,0.5,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5,1.5,1.0,2.0,1.0,2.0,6.5,4.5,13.5,17.5,4.0,2.0,,,13:00-13:30,13:30-14:00,19:30-20:00,19:30-20:00,0.2708333333333333,0.1875
Male,25,Student,Single,8000.0,Sleeping,Sleeping,Sleeping,Sleeping,Travelling,Travelling,University Class,University Class,University Class,Eating,Socializing,Socializing,University Class,University Class,Socializing,University Class,University Class,Eating,Socializing,Socializing,Socializing,Socializing,Socializing,University Class,University Class,University Class,Travelling,Travelling,Work,Work,Work,Travelling,Family Time,Entertainment,Study,Study,Eating,Study,Study,Study,Video Games,Video Games,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Entertainment,Entertainment,Study,Study,Study,Personal Care,Housework,Entertainment,Eating,Entertainment,Phone Calls,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Travelling,Work,Work,Work,Travelling,Family Time,Entertainment,Study,Study,Eating,Study,Study,Study,Video Games,Video Games,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,4,3,4,Low,4.0,8.5,5.0,0.0,2.5,4.0,0.0,0.0,1.5,1.5,0.0,0.5,0.0,0.0,1.5,3.5,0.0,0.5,1.5,1.5,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,5.5,0.0,1.0,0.0,0.5,9.0,6.0,12.5,16.0,2.5,2.0,,,13:30-14:00,,23:00-23:30,23:00-23:30,0.375,0.25
